Stations_ID;Datum;Qualitaet;Min_5cm;Min_2m;Mittel_2m;Max_2m;Relative_Feuchte;Mittel_Windstaerke;Max_Windgeschwindigkeit;Sonnenscheindauer;Mittel_Bedeckungsgrad;Niederschlagshoehe;Mittel_Luftdruck
954.00;14.10.2016;3.00;;8,3;9,8;11,7;77,46;14.00;21,8;;;;1014,08
954.00;15.10.2016;3.00;;9,7;11,7;14,2;83,04;10,4;20,4;;;;1011,77
954.00;16.10.2016;3.00;;12,8;13,6;14,4;84,83;8,2;15,9;;;;1020,48
954.00;17.10.2016;3.00;;12,1;13,4;15.00;87,13;7,7;13,6;;;;1019,96
954.00;18.10.2016;3.00;;10.00;12,3;14,1;82,96;9,2;19,8;;;;1015,57
954.00;19.10.2016;3.00;;9,5;10,9;12,2;76,63;5.00;15,2;;;;1012,67
954.00;20.10.2016;3.00;;10,3;11,5;12,5;79.00;10,9;28,4;;;;1014,62
954.00;21.10.2016;3.00;;9,6;10,8;11,7;78,71;10.00;16,4;;;;1014,75
954.00;22.10.2016;3.00;;7,3;9,6;11,2;77,58;7,9;14,2;;;;1015,16
954.00;23.10.2016;;;;9,4;;73,92;5,9;;;;;1014,04
954.00;24.10.2016;3.00;;8,9;10,1;11,4;75,38;8,4;12,1;;;;1017,46
954.00;25.10.2016;3.00;;9,5;10,1;11.00;70,3;4,1;9,6;;;;1023,94
954.00;26.10.2016;3.00;;9,2;10,6;14,4;78,57;7,3;13,9;;;;1027.00
954.00;27.10.2016;3.00;;13.00;14.00;14,6;83,67;9,7;16,9;;;;1026,6
954.00;28.10.2016;3.00;;12,3;13,7;14,7;74,58;10,8;17,4;;;;1027,31
954.00;29.10.2016;3.00;;12,1;12,6;13,1;62,92;9.00;15.00;;;;1031,62
954.00;30.10.2016;3.00;;12,2;12,9;14.00;83,5;4,7;10,3;;;;1029,98
954.00;31.10.2016;3.00;;12,7;13,6;14.00;80,75;5.00;9,9;;;;1027,09
954.00;01.11.2016;3.00;;9,7;12,1;14,2;74,96;10,3;19,5;;;;1018,09
954.00;02.11.2016;3.00;;7,5;9,6;11,1;66,38;10,8;22,4;;;;1014,02
954.00;03.11.2016;3.00;;7,8;9,6;11,6;73,71;7,2;17,5;;;;1017,54
954.00;04.11.2016;3.00;;9.00;10.00;11,3;86,83;12,4;18,1;;;;1008,07
954.00;05.11.2016;3.00;;7,3;8,7;10,5;79,42;8.00;16.00;;;;997,16
954.00;06.11.2016;3.00;;5,8;8,6;10,5;77.00;8.00;19,7;;;;995,98
954.00;07.11.2016;3.00;;3,3;4,7;6,4;77,08;10,4;17,9;;;;1009,36
954.00;08.11.2016;3.00;;0,5;3,1;4,8;74,75;6,9;14,2;;;;1009,67
954.00;09.11.2016;3.00;;2,7;3,7;5.00;72,17;7,3;11,8;2717.00;;;1004,96
954.00;10.11.2016;3.00;;3,9;5.00;5,7;78,65;6,9;12,8;3317.00;;;1007,01
954.00;11.11.2016;3.00;;4,3;5,5;6,9;74,58;6,6;14,8;2367.00;;;1020,9
954.00;12.11.2016;3.00;;3.00;4,3;6,3;79,61;9,7;16,4;1467.00;;;1024,71
954.00;13.11.2016;3.00;;3,1;4,2;5,4;83,43;8,6;14,8;0,767;;;1027,09
954.00;14.11.2016;3.00;;4,5;5,8;8,1;90,92;11,7;18,4;0.00;;;1027,83
954.00;15.11.2016;3.00;;7,6;10,8;12,6;92,65;9,3;16,9;0.00;;;1019,08
954.00;16.11.2016;3.00;;8,6;10,8;12.00;87,83;9,7;18,8;0,833;;;1009,81
954.00;17.11.2016;3.00;;;9,4;;79,42;12,5;;2933.00;;;998.00
954.00;26.11.2016;;;;;;;;;;;;
954.00;27.11.2016;;;;;;;;;;;;
954.00;03.12.2016;3.00;;5,7;7,1;8,1;;;10.00;7.00;;;
954.00;04.12.2016;3.00;;5,5;7.00;8.00;70,58;4,6;8,8;0,333;;;1029,2
954.00;05.12.2016;3.00;;5,5;6,6;8,1;73,96;4,1;7,8;6,55;;;1027,35
954.00;06.12.2016;3.00;;5.00;6,7;8,3;71,63;5,5;14,3;2,5;;;1030,29
954.00;07.12.2016;3.00;;4,9;7,3;9,7;90,33;11,9;18,6;0.00;;;1025,31
954.00;08.12.2016;3.00;;8.00;9,2;10.00;93,96;12,1;19,8;0.00;;;1021,92
954.00;09.12.2016;3.00;;8,2;9,2;10,1;99,79;9,7;16,7;0.00;;;1021,94
954.00;10.12.2016;3.00;;8,3;9,6;10,3;98,58;8,7;16.00;0.00;;;1017,65
954.00;11.12.2016;3.00;;8,1;9,2;9,8;88,29;9,7;19.00;0,45;;;1013,99
954.00;12.12.2016;3.00;;6,7;7,7;9,7;92,13;6,5;15,9;0,2;;;1023,22
954.00;13.12.2016;3.00;;6,1;7,3;8,6;96.00;7,3;11,3;0.00;;;1022,1
954.00;14.12.2016;3.00;;6,6;7,6;8,4;98,7;5,6;10,9;0.00;;;1024.00
954.00;15.12.2016;3.00;;4,4;6,5;8,4;96,83;10.00;13,9;0,033;;;1027,17
954.00;16.12.2016;3.00;;3,1;4,4;5,9;97,21;6,7;;0.00;;;1029,67
954.00;17.12.2016;3.00;;5,8;7,5;9,3;92,17;5,6;13.00;0.00;;;1034,4
954.00;18.12.2016;3.00;;8,3;8,9;9,3;88,79;6.00;13,3;0.00;;;1032,78
954.00;19.12.2016;3.00;;4.00;7,2;8,5;81,04;4.00;9,6;0.00;;;1030,32
954.00;20.12.2016;3.00;;1,1;3,4;5,1;94,21;7,2;12,7;0.00;;;1025,39
954.00;21.12.2016;3.00;;1,1;5.00;7,1;95,75;12,6;18,9;0.00;;;1020,65
954.00;22.12.2016;3.00;;6,6;7,2;7,9;94,92;11,4;17,4;0,533;;;1023,88
954.00;23.12.2016;3.00;;5,9;7,4;8,8;93,63;13,2;26.00;0,05;;;1023,94
954.00;24.12.2016;3.00;;4,6;8,5;9,5;81,42;15,2;28,4;0,283;;;1015,24
954.00;25.12.2016;3.00;;8,5;9,3;10.00;94,04;13,6;22,5;0.00;;;1014,48
954.00;26.12.2016;3.00;;3,4;8,2;9,7;79,13;16,6;32,4;3117.00;;;1017,52
954.00;27.12.2016;3.00;;7,8;8,8;9,2;82,33;13,5;26,8;0,35;;;1033,84
954.00;28.12.2016;3.00;;4.00;7,5;8,6;79,83;7.00;12,8;0.00;;;1041,85
954.00;29.12.2016;3.00;;2,9;4,3;5,8;92,92;9.00;12.00;1,45;;;1038,79
954.00;30.12.2016;3.00;;3,2;5,7;7,4;95,96;10,1;14,7;0,467;;;1033,26
954.00;31.12.2016;3.00;;6,5;7,4;8,1;98,63;12,2;17,1;0.00;;;1025,51
954.00;01.01.2017;3.00;;5,3;6,8;7,8;92,91;10.00;18,9;0.00;;;1014,33
954.00;02.01.2017;3.00;;3,8;6,3;7,4;73,57;10,8;19,1;1067.00;;;1018,06
954.00;03.01.2017;3.00;;6,3;7,6;8,8;85,46;14,4;26.00;0.00;;;1013,22
954.00;04.01.2017;3.00;;2,7;6.00;7,6;70,25;15,6;30,4;1817.00;;;1009,12
954.00;05.01.2017;3.00;;-2,4;0,2;3,7;63,13;8,1;17,6;4617.00;;;1032,7
954.00;06.01.2017;3.00;;-2,6;-1,5;1,3;68,88;8.00;15.00;3933.00;;;1038,88
954.00;07.01.2017;3.00;;0,6;4,8;7,8;92,83;10,9;17,3;0,117;;;1027.00
954.00;08.01.2017;3.00;;3,8;4,9;7.00;88,71;5,2;12,2;0.00;;;1029,58
954.00;09.01.2017;3.00;;4,3;5,2;6,1;94,54;10,2;16,7;0.00;;;1019,49
954.00;10.01.2017;3.00;;5,1;5,7;6,8;96,13;9,7;23,6;4017.00;;;1006,25
954.00;11.01.2017;3.00;;4,6;6,6;8,8;86,46;15,4;26,6;1,9;;;997,46
954.00;12.01.2017;3.00;;2,7;5,7;7.00;79,17;13,5;32.00;1,9;;;997,47
954.00;13.01.2017;3.00;;2.00;4,8;6,7;79,88;11.00;25,1;2,8;;;991,4
954.00;14.01.2017;3.00;;1,2;4,1;6,1;76,83;14,5;25,6;2783.00;;;1005,18
954.00;15.01.2017;3.00;;1,9;4.00;5,3;66,08;7,6;17,9;3,75;;;1017,74
954.00;16.01.2017;3.00;;1,3;2,2;2,9;66,21;4,9;8,1;7583.00;;;1028,9
954.00;17.01.2017;3.00;;2,1;3,1;3,6;59,92;3,2;9,2;1917.00;;;1037,34
954.00;18.01.2017;3.00;;0,9;2,5;3,6;83,96;8,4;11,2;0,017;;;1038,79
954.00;19.01.2017;3.00;;3,1;4,8;6.00;91,46;6,7;10,1;1,55;;;1037,37
954.00;20.01.2017;3.00;;5,4;5,9;6,5;90,74;3,6;8,9;0.00;;;1035,54
954.00;21.01.2017;3.00;;4,3;5,9;6,8;89,17;2,7;7,8;0.00;;;1032,08
954.00;22.01.2017;3.00;;0,2;1,9;4,6;90,79;4,6;10,3;0,05;;;1027,84
954.00;23.01.2017;3.00;;2,7;4.00;5,1;94,67;5,9;10,3;0.00;;;1025,04
954.00;24.01.2017;3.00;;0,4;2,4;4,8;96,42;4,6;8,2;0,05;;;1028,1
954.00;25.01.2017;3.00;;-0,5;0,8;2,2;93,17;5,2;10,6;0.00;;;1031,57
954.00;26.01.2017;3.00;;0,4;1,8;3,1;87,75;9,7;14,4;2033.00;;;1027,47
954.00;27.01.2017;3.00;;0,8;2,8;5,3;81,5;9.00;16,1;4,6;;;1019,45
954.00;28.01.2017;3.00;;4,5;5,4;6,3;81,29;7,3;10,9;5233.00;;;1016,29
954.00;29.01.2017;3.00;;4,5;5,2;6.00;94,17;9,9;16.00;0,317;;;1014,9
954.00;30.01.2017;3.00;;3.00;3,9;4,9;93,79;10,2;16,5;0.00;;;1012,52
954.00;31.01.2017;3.00;;2,7;3,8;4,5;92,75;9,4;14,8;0.00;;;1017,74
954.00;01.02.2017;3.00;;0,6;2,3;3,2;93,87;10,7;17,6;0.00;;;1016,39
954.00;02.02.2017;3.00;;2,7;4,8;6,7;96.00;9,9;15,4;3417.00;;;1007,3
954.00;03.02.2017;3.00;;4,2;5.00;5,6;99,46;6,4;12,4;0.00;;;1003.00
954.00;04.02.2017;3.00;;4,7;5,6;6,1;94,79;5,3;10,5;0,533;;;1000,95
954.00;05.02.2017;3.00;;3.00;4,1;5,3;97,58;7,7;11,9;0.00;;;1005,11
954.00;06.02.2017;3.00;;2,4;3,3;4,2;89,04;9,7;16,3;0.00;;;1019,74
954.00;07.02.2017;3.00;;-0,2;1,7;2,8;80,67;13.00;19,1;0,467;;;1023,15
954.00;08.02.2017;3.00;;-1,8;-0,5;0,7;77,21;10,9;18,8;0.00;;;1029,61
954.00;09.02.2017;3.00;;-3,3;-1,4;0.00;83,67;9,8;16,6;0.00;;;1032,52
954.00;10.02.2017;3.00;;-2,4;-0,8;0,6;87,21;11,3;18,8;0.00;;;1027,91
954.00;11.02.2017;3.00;;-1.00;0,3;1,4;87,87;12,2;21,1;0.00;;;1026,97
954.00;12.02.2017;3.00;;0,2;1,1;2,3;86,71;13,2;18,6;0.00;;;1032,69
954.00;13.02.2017;3.00;;0.00;1,4;3,4;87,96;11,1;15,3;8517.00;;;1035,94
954.00;14.02.2017;3.00;;0,1;2,4;4,6;86,04;9.00;16,7;8733.00;;;1033,31
954.00;15.02.2017;3.00;;3.00;4,8;7,1;84,29;5,1;8,7;8033.00;;;1031,46
954.00;16.02.2017;3.00;;4,3;5,2;6,8;97,63;9,5;15,3;0.00;;;1024,97
954.00;17.02.2017;3.00;;4,4;5,5;6.00;99,25;7,2;12,1;0,033;;;1021,52
954.00;18.02.2017;3.00;;2,1;3,8;5,1;98,54;7,9;14,9;0.00;;;1024,56
954.00;19.02.2017;3.00;;4,1;5,2;5,8;99,7;8,8;14,9;1583.00;;;1016,58
954.00;20.02.2017;3.00;;4,9;6.00;7,8;99,58;11,4;19.00;0.00;;;1008,98
954.00;21.02.2017;3.00;;4,6;5,7;6,3;96,29;8,8;17,7;7,7;;;1008,51
954.00;22.02.2017;3.00;;5,9;6,4;7,3;90,92;13,7;20,8;1967.00;;;997,46
954.00;23.02.2017;3.00;;2,6;5,1;7,2;94,57;10,5;22,4;0.00;;;988,72
954.00;24.02.2017;3.00;;2,4;4,5;5,3;79.00;10.00;20,1;8,15;;;1006,78
954.00;25.02.2017;3.00;;3,7;4,5;5,7;94,5;11,3;20,1;0.00;;;1012,39
954.00;26.02.2017;3.00;;5,3;5,9;7,1;99,21;11,8;17,6;0.00;;;1004,57
954.00;27.02.2017;3.00;;5,6;6,6;7,7;93,79;9,3;16,7;0.00;;;994,6
954.00;28.02.2017;3.00;;2,5;4,5;5,9;89,17;12,4;20,1;3933.00;;;985,4
954.00;01.03.2017;3.00;;3,9;4,8;5,6;94,08;8,9;15,6;7133.00;;;994,8
954.00;02.03.2017;3.00;;4,1;5,1;5,7;94,17;8,7;15,2;5,5;;;1000,6
954.00;03.03.2017;3.00;;4.00;5,2;7,8;91,63;7,6;13,2;3517.00;;;1005,63
954.00;04.03.2017;3.00;;5,1;6,1;8.00;91,08;6,3;14,9;1333.00;;;993,68
954.00;05.03.2017;3.00;;4,2;5,8;8.00;93,04;6,2;14.00;3467.00;;;995,53
954.00;06.03.2017;3.00;;3.00;4,4;5,4;95,92;7,7;13,8;0.00;;;1002,28
954.00;07.03.2017;3.00;;2.00;2,9;4.00;84,71;5,3;12.00;0.00;;;1014,73
954.00;08.03.2017;3.00;;3,2;4,4;5,6;95,83;8,2;13,2;0.00;;;1012,58
954.00;09.03.2017;3.00;;3,7;5,2;6,3;98,04;8,5;18,6;1333.00;;;1014,46
954.00;10.03.2017;3.00;;4,9;5,5;6,2;94,83;6,7;13,6;9,05;;;1025,34
954.00;11.03.2017;3.00;;5.00;5,5;6,6;89,67;5,8;11,3;3483.00;;;1023,69
954.00;12.03.2017;3.00;;4,2;5,3;6,4;87,04;9,6;15,1;3617.00;;;1019,7
954.00;13.03.2017;3.00;;3,6;4,6;5,9;93,92;5,9;10,4;1,7;;;1024,39
954.00;14.03.2017;3.00;;5,2;6.00;7,5;97,58;7,9;13,3;5217.00;;;1026,82
954.00;15.03.2017;3.00;;5,1;5,9;7,2;93,21;7,2;13,3;9133.00;;;1028,87
954.00;16.03.2017;3.00;;5,3;6,2;8,1;94,71;6,9;11,8;8333.00;;;1020,6
954.00;17.03.2017;3.00;;5,3;5,8;6,7;92,13;10,3;18,6;2367.00;;;1008,88
954.00;18.03.2017;3.00;;;5,6;;91,92;9,8;;3467.00;;;1001,15
954.00;19.03.2017;3.00;;4,5;6.00;7,3;98,3;8,7;15,3;0.00;;;1002,02
954.00;20.03.2017;3.00;;5,7;6,6;8,5;99,5;8,6;21,5;0.00;;;1000,49
954.00;21.03.2017;3.00;;5,3;6,2;6,7;85,13;10,3;16,5;8917.00;;;1004,59
954.00;22.03.2017;3.00;;4,9;5,9;7,8;85,17;6,3;14,7;11583.00;;;1015,01
954.00;23.03.2017;3.00;;5,3;6.00;7,4;83,79;7,2;11,3;11083.00;;;1022,26
954.00;24.03.2017;3.00;;4,8;5,5;6,2;93,42;3,6;6,3;11,2;;;1032,64
954.00;25.03.2017;3.00;;4,7;5,5;6,1;97,63;4,1;6,6;10917.00;;;1031,65
954.00;26.03.2017;3.00;;4,5;5,2;6,1;97,13;3.00;5,2;3617.00;;;1027,63
954.00;27.03.2017;3.00;;2,4;3,6;5,1;99,79;3,3;6,4;0,067;;;1025,59
954.00;28.03.2017;3.00;;2,4;4,3;8,7;99,79;2,4;5,5;8983.00;;;1020,12
954.00;29.03.2017;3.00;;6,2;6,9;7,8;99,58;6,1;11,5;1317.00;;;1019,84
954.00;30.03.2017;3.00;;6,9;8,4;9,8;93,71;6,8;10,9;6767.00;;;1020,69
954.00;31.03.2017;3.00;;7,4;9,1;11,8;90,33;6,1;13,1;9917.00;;;1012,67
954.00;01.04.2017;3.00;;6,5;7,7;9,7;96,17;4,2;7,7;2,9;;;1011,76
954.00;02.04.2017;3.00;;6,1;6,8;7,3;97,75;5.00;8,1;6583.00;;;1019,22
954.00;03.04.2017;3.00;;5,7;6,5;7,6;91.00;2,7;6,5;11017.00;;;1027,44
954.00;04.04.2017;3.00;;6,2;7,5;9,2;91,58;3,9;6,1;12,05;;;1025,22
954.00;05.04.2017;3.00;;6,5;7.00;7,6;91,58;8.00;15,9;6767.00;;;1023,58
954.00;06.04.2017;3.00;;6,3;6,7;7,2;91,13;8,8;14,4;6633.00;;;1025,08
954.00;07.04.2017;3.00;;6,4;6,9;7,6;98,29;7,7;12,5;0,233;;;1022,21
954.00;08.04.2017;3.00;;6,6;7,1;8,2;99,5;3,6;7,1;5033.00;;;1024,49
954.00;09.04.2017;3.00;;5,9;8,4;11,5;92,17;4,4;11,5;12,9;;;1021,67
954.00;10.04.2017;3.00;;6,8;7,8;11,7;86,04;10,1;16,4;6583.00;;;1017,7
954.00;11.04.2017;3.00;;5,9;7,3;8,2;85.00;9,3;19,3;7617.00;;;1021,02
954.00;12.04.2017;3.00;;6,9;7,6;8,1;95.00;10,3;18.00;0,233;;;1010,36
954.00;13.04.2017;3.00;;6,4;7,4;7,8;86,25;10,6;19.00;8,65;;;1010,87
954.00;14.04.2017;3.00;;6,8;7,7;8,1;91,46;7,2;12,8;1517.00;;;1012,32
954.00;15.04.2017;3.00;;5,6;7,4;8.00;86,29;11,5;20,3;8,6;;;1008,83
954.00;16.04.2017;3.00;;5,2;6,7;7,5;82,04;7,9;15,7;9767.00;;;1015,34
954.00;17.04.2017;3.00;;3,7;5,9;6,7;77,79;8,1;19,4;10,15;;;1017,36
954.00;18.04.2017;3.00;;3,3;5,2;6.00;65,5;8,1;14,4;8317.00;;;1028,7
954.00;19.04.2017;3.00;;4,1;4,9;5,8;52,83;4,2;8,9;9,45;;;1037,27
954.00;20.04.2017;3.00;;5,3;6,7;8,2;72,83;6,3;10,5;7233.00;;;1034,13
954.00;21.04.2017;3.00;;6,6;8.00;9.00;94,21;9,6;16,4;2,15;;;1024,2
954.00;22.04.2017;3.00;;3,8;6,5;7,1;77,25;12,2;20.00;10,2;;;1021,61
954.00;23.04.2017;3.00;;3,8;6,3;7,9;74,54;9,9;18.00;7233.00;;;1021,63
954.00;24.04.2017;3.00;;5,5;7,2;8,5;80,13;8,9;18.00;1933.00;;;1009,99
954.00;25.04.2017;3.00;;1,6;4,8;6,7;80,67;6,7;16,1;7,75;;;1004,75
954.00;26.04.2017;3.00;;3,6;6,4;7,6;69,13;4,7;12,9;13.00;;;1011,73
954.00;27.04.2017;3.00;;4,6;6,3;7,8;81,08;7,9;16,9;4633.00;;;1012,96
954.00;28.04.2017;3.00;;6,2;6,9;7,5;80,5;5,6;10,7;6,7;;;1012,15
954.00;29.04.2017;3.00;;5,4;6,9;8.00;76,71;5,4;11,2;11,6;;;1017,36
954.00;30.04.2017;3.00;;7,2;8,9;10,9;77,38;9,8;18,1;14,15;;;1016.00
954.00;01.05.2017;3.00;;7,5;9,1;10,4;79,38;11,3;18,3;7,5;;;1014,02
954.00;02.05.2017;3.00;;7,9;8,9;10,4;80,04;11.00;16,3;6617.00;;;1020,68
954.00;03.05.2017;3.00;;7,9;9,2;10,8;80,33;10,8;17,9;4833.00;;;1024,27
954.00;04.05.2017;3.00;;7,6;9,1;10,5;72,13;10,8;17,4;4983.00;;;1025,26
954.00;05.05.2017;3.00;;8,1;8,8;10.00;81,21;7,1;13,2;0.00;;;1023,15
954.00;06.05.2017;3.00;;7,2;8,5;9,3;91,83;5,2;8,5;2717.00;;;1016,94
954.00;07.05.2017;3.00;;7,3;8,4;9,2;92,21;5,5;10,9;6583.00;;;1015,33
954.00;08.05.2017;3.00;;7,3;8,4;9,5;76,96;9,1;16,1;10883.00;;;1020,58
954.00;09.05.2017;3.00;;6,1;7,6;8,2;72,96;5,8;11,9;3083.00;;;1019,53
954.00;10.05.2017;3.00;;6.00;7,7;8,5;82,08;6,3;13,9;1083.00;;;1009,28
954.00;11.05.2017;3.00;;8.00;9,5;11,6;83,92;7,2;14,9;13,6;;;1003,28
954.00;12.05.2017;3.00;;9,8;10,7;12,5;94,04;7,7;12,3;0,017;;;1002,45
954.00;13.05.2017;3.00;;9,9;11,7;15,7;96,5;3,1;10,4;1,95;;;1010,12
954.00;14.05.2017;3.00;;9,9;11,6;16,1;89,92;4,3;9,8;11533.00;;;1019,21
954.00;15.05.2017;3.00;;9,5;11,3;14,4;91,83;4,3;9,4;12917.00;;;1027,37
954.00;16.05.2017;3.00;;10,8;12,8;16,5;90,29;6,1;11,4;3567.00;;;1025,2
954.00;17.05.2017;3.00;;11.00;13,4;16,4;90,88;5,7;12,1;2167.00;;;1018,54
954.00;18.05.2017;3.00;;9,5;11,4;15.00;95,63;6,9;12,1;2683.00;;;1010,84
954.00;19.05.2017;3.00;;10,3;11,2;13,3;96,88;4,7;9,3;0,733;;;1010,85
954.00;20.05.2017;3.00;;10,2;11,5;13,4;90,5;3,2;6,4;11,15;;;1019,55
954.00;21.05.2017;3.00;;11,2;11,8;13,2;89,46;3,5;6,6;14,95;;;1026,17
954.00;22.05.2017;3.00;;11,3;13,2;14,9;86,63;4,2;8,6;13,8;;;1020,77
954.00;23.05.2017;3.00;;10,9;12,4;14,5;89,83;7,2;13,4;10033.00;;;1016,42
954.00;24.05.2017;3.00;;9,6;11,3;12.00;93,08;6.00;11,4;4,35;;;1022,27
954.00;25.05.2017;3.00;;9,9;11,8;12,9;96,04;5,4;9,1;6717.00;;;1024,1
954.00;26.05.2017;3.00;;8,9;10,6;11,5;99,92;4,1;6,4;0,483;;;1023,67
954.00;27.05.2017;;;;15,2;;88.00;6,5;;;;;1019,27
954.00;28.05.2017;3.00;;12,9;13,8;16,4;92,73;6,1;12,4;11,95;;;1016,92
954.00;29.05.2017;3.00;;11,4;12,4;13,5;98,75;4,4;8,4;0,1;;;1014,28
954.00;30.05.2017;3.00;;12,3;13,3;14,8;99,29;6,2;13,1;0,15;;;1011,85
954.00;31.05.2017;3.00;;11,3;12,5;13,7;82,83;8,7;14,9;13983.00;;;1020,18
954.00;01.06.2017;3.00;;11,2;11,9;13.00;77,58;3,9;8,4;13,2;;;1022,78
954.00;02.06.2017;3.00;;12.00;13,9;15,9;80,17;3,4;5,6;15167.00;;;1018,11
954.00;03.06.2017;3.00;;14,6;15,3;16,5;87,29;3,8;8.00;4,85;;;1012,36
954.00;04.06.2017;3.00;;13,1;13,9;15,2;87,96;7,6;11,4;10283.00;;;1012,65
954.00;05.06.2017;3.00;;13,4;14,6;16,2;84,5;5,5;10,9;4317.00;;;1011,25
954.00;06.06.2017;3.00;;12,7;14,8;16,5;82,17;10,5;19,8;7633.00;;;998,97
954.00;07.06.2017;3.00;;10,8;12,3;13,3;85,08;14,5;22,2;0,067;;;1002,18
954.00;08.06.2017;3.00;;11,9;13,2;15,6;90,88;6,9;15,8;0,117;;;1011,73
954.00;09.06.2017;3.00;;12,5;13,3;15,5;95,35;4,7;12,3;3333.00;;;1010,61
954.00;10.06.2017;3.00;;12,2;13,7;15,2;95.00;5,1;9,2;6133.00;;;1017,78
954.00;11.06.2017;3.00;;14.00;15,6;18,7;89,63;5,7;11,4;9,6;;;1013,32
954.00;12.06.2017;3.00;;13,3;14.00;15.00;87,54;10,5;18,5;6433.00;;;1010,84
954.00;13.06.2017;3.00;;10,3;13,1;13,8;89,96;8.00;15,4;5483.00;;;1016,72
954.00;14.06.2017;3.00;;12,5;13,9;16,1;90,46;2,8;6,1;15717.00;;;1020,02
954.00;15.06.2017;3.00;;;15,4;;90,65;6,1;;12,3;;;1013,46
954.00;16.06.2017;3.00;;13,4;13,9;14,7;89,67;9,3;15,1;11,95;;;1016,58
954.00;17.06.2017;3.00;;13,3;14,1;14,7;94,25;5,7;11,8;10,4;;;1023,49
954.00;18.06.2017;3.00;;14,3;15,9;19,3;93,54;2,8;6,2;16,25;;;1024,89
954.00;19.06.2017;3.00;;15,9;18,3;22,2;91,5;2,2;5,1;15967.00;;;1020,71
954.00;20.06.2017;3.00;;13,8;15.00;17,9;81,92;6,8;10,9;12317.00;;;1020,3
954.00;21.06.2017;3.00;;13,6;14,4;16,7;72,88;3,4;8,5;9283.00;;;1019,22
954.00;22.06.2017;3.00;;;16,5;;90,35;8,4;;4567.00;;;1008,41
954.00;23.06.2017;3.00;;14,6;15,2;16.00;93,23;9,7;17,6;1,25;;;1010,77
954.00;24.06.2017;3.00;;14,4;15,3;16,2;90,83;8.00;14,8;4767.00;;;1009,69
954.00;25.06.2017;3.00;;13,8;14,9;16,2;82,17;8,6;15,6;5483.00;;;1007,78
954.00;26.06.2017;3.00;;13,5;14,2;14,8;75,58;8,1;13,8;12417.00;;;1011,97
954.00;27.06.2017;3.00;;13,1;14.00;15,8;70,25;5,2;13,2;12483.00;;;1011,93
954.00;28.06.2017;3.00;;14,3;16.00;17,4;91,58;8,8;15,2;0,083;;;999,31
954.00;29.06.2017;3.00;;14,9;15,5;16,6;97,5;3,4;7,2;2,4;;;996,75
954.00;30.06.2017;3.00;;13,5;14,3;15,1;96,17;8,3;14,9;0.00;;;1000,27
954.00;01.07.2017;3.00;;14,1;14,9;16.00;93,63;7,9;13,8;7517.00;;;1007,35
954.00;02.07.2017;3.00;;13,9;15.00;16.00;82,96;8,7;13,3;8517.00;;;1015,56
954.00;03.07.2017;3.00;;14.00;15,5;17.00;84,13;9,4;14,3;4,8;;;1017,41
954.00;04.07.2017;3.00;;12,9;14,2;14,9;75,63;7,2;14,1;6,9;;;1019,85
954.00;05.07.2017;3.00;;12,4;14.00;15,2;78,17;2,9;6.00;9567.00;;;1020,1
954.00;06.07.2017;3.00;;14.00;15,5;17,3;74,95;3,6;8,3;13833.00;;;1019,05
954.00;07.07.2017;3.00;;16,3;17,4;19,3;93,78;3,4;8,6;5,15;;;1013,72
954.00;08.07.2017;3.00;;14,3;15,8;16,9;85,25;6,4;10,9;12833.00;;;1015,98
954.00;09.07.2017;3.00;;14,3;15,6;18,4;69,67;2,4;6,4;16217.00;;;1015,15
954.00;10.07.2017;3.00;;16,1;17.00;18,1;81,96;3,8;8,1;4567.00;;;1009.00
954.00;11.07.2017;3.00;;15,2;16,8;17,7;84,83;6,4;12,2;8,55;;;1008,35
954.00;12.07.2017;3.00;;13,2;15,1;16,3;80,21;10,4;19,1;5367.00;;;1010,75
954.00;13.07.2017;3.00;;14,3;14,9;15,5;68,71;7,1;15,4;11433.00;;;1020,77
954.00;14.07.2017;3.00;;14,4;15,3;16,5;80,79;5,4;11,3;8583.00;;;1015,17
954.00;15.07.2017;3.00;;15,2;16.00;17,2;81,58;4,9;8,7;10.00;;;1019,86
954.00;16.07.2017;3.00;;15,6;16,6;17,6;91,88;7,2;11,6;2,4;;;1019,63
954.00;17.07.2017;3.00;;15,4;16.00;16,6;77,7;6,8;10,2;9917.00;;;1022,16
954.00;18.07.2017;3.00;;15,4;16,4;17,4;77,21;3,6;10,3;12,9;;;1021,92
954.00;19.07.2017;3.00;;16,5;18,2;20,5;86,21;9,8;17,4;9,1;;;1012,92
954.00;20.07.2017;3.00;;16,5;17,7;18,7;96,92;5.00;16.00;0,65;;;1007,84
954.00;21.07.2017;3.00;;15,8;16,7;19,3;73,17;6.00;13,4;15,05;;;1014,15
954.00;22.07.2017;3.00;;17.00;17,9;18,9;89,75;7,5;14,1;4,95;;;1012,86
954.00;23.07.2017;3.00;;14,8;16,9;17,9;87,33;5,8;14,7;5,55;;;1010,24
954.00;24.07.2017;3.00;;15,4;16,6;17,6;84,5;4,2;10.00;2,7;;;1010,19
954.00;25.07.2017;3.00;;16,2;17.00;17,7;89,33;7,3;14,2;1083.00;;;1008,81
954.00;26.07.2017;3.00;;16,7;17,3;18,1;90,5;4,4;10,1;13817.00;;;1007,65
954.00;27.07.2017;3.00;;16,4;17,1;18,1;80,7;6,9;13,4;2583.00;;;1004,58
